,es,it,de,nl,fr,en
qu,-6.680227129350103,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ue,-6.274762021241939,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
 s,-7.373374309910049,-7.117205503164344,-6.914234245079846,-7.24422751560335,-6.338594078203183,-7.282073658093465
se,-5.987079948790158,-7.117205503164344,-6.914234245079846,-7.24422751560335,-7.437206366871293,-5.895779296973574
er,-7.373374309910049,-7.117205503164344,-5.410156848303572,-6.551080335043404,-6.744059186311348,-7.282073658093465
rá,-6.680227129350103,,,,,
á ,-7.373374309910049,,,,-6.744059186311348,
 e,-7.373374309910049,-7.117205503164344,-6.914234245079846,-7.24422751560335,-6.744059186311348,-6.588926477533519
el,-6.680227129350103,-7.117205503164344,-6.508769136971682,-7.24422751560335,-7.437206366871293,-7.282073658093465
l ,-6.274762021241939,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
pl,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
la,-6.274762021241939,-6.424058322604399,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ce,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
r ,-6.680227129350103,-7.117205503164344,-5.9979435132056915,-7.24422751560335,-6.744059186311348,-6.588926477533519
 t,-7.373374309910049,-7.117205503164344,-6.914234245079846,-7.24422751560335,-6.744059186311348,-5.336163509038151
do,-6.680227129350103,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
 a,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-6.744059186311348,-7.282073658093465
am,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ma,-7.373374309910049,-7.117205503164344,-7.607381425639791,-6.551080335043404,-6.744059186311348,-7.282073658093465
an,-7.373374309910049,-7.117205503164344,-6.914234245079846,-7.24422751560335,-7.437206366871293,-7.282073658093465
nt,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-6.744059186311348,-7.282073658093465
te,-7.373374309910049,-7.117205503164344,-6.508769136971682,-7.24422751560335,-7.437206366871293,-7.282073658093465
 l,-6.274762021241939,-7.117205503164344,-7.607381425639791,-7.24422751560335,-6.338594078203183,-7.282073658093465
ec,-6.680227129350103,-7.117205503164344,-7.607381425639791,-7.24422751560335,-6.744059186311348,-7.282073658093465
cn,-7.373374309910049,-7.117205503164344,,,-7.437206366871293,-7.282073658093465
no,-6.680227129350103,-6.424058322604399,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ol,-6.680227129350103,-7.117205503164344,-7.607381425639791,-6.551080335043404,-7.437206366871293,-7.282073658093465
lo,-6.680227129350103,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-6.588926477533519
og,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-6.588926477533519
gí,-7.373374309910049,,,,,
ía,-7.373374309910049,,,,,
El,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ta,-6.680227129350103,-6.018593214496234,-7.607381425639791,-7.24422751560335,-6.744059186311348,-7.282073658093465
 h,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ho,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-6.588926477533519
or,-6.680227129350103,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
rr,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ri,-6.680227129350103,-6.424058322604399,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ib,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ed,-7.373374309910049,-7.117205503164344,-6.914234245079846,-7.24422751560335,-7.437206366871293,-7.282073658093465
en,-6.680227129350103,-7.117205503164344,-5.815621956411737,-6.551080335043404,-6.744059186311348,-7.282073658093465
ng,-7.373374309910049,-7.117205503164344,-7.607381425639791,-6.551080335043404,-7.437206366871293,-7.282073658093465
ga,-7.373374309910049,-7.117205503164344,-6.914234245079846,-7.24422751560335,-6.744059186311348,-7.282073658093465
ch,-7.373374309910049,-7.117205503164344,-5.042432068178255,-7.24422751560335,-7.437206366871293,-6.588926477533519
ha,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
cu,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ua,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
nd,-7.373374309910049,-6.018593214496234,-6.914234245079846,-7.24422751560335,-7.437206366871293,-6.588926477533519
sl,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
iz,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-6.588926477533519
za,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
as,-6.274762021241939,-7.117205503164344,-6.508769136971682,-7.24422751560335,-7.437206366871293,-7.282073658093465
Ca,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
sc,-6.680227129350103,-7.117205503164344,-6.914234245079846,-7.24422751560335,-7.437206366871293,-7.282073658093465
co,-6.680227129350103,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ar,-5.987079948790158,-6.424058322604399,-6.914234245079846,-7.24422751560335,-6.338594078203183,-6.1834613694253555
ra,-6.274762021241939,-7.117205503164344,-6.914234245079846,-6.551080335043404,-7.437206366871293,-6.1834613694253555
ió,-6.680227129350103,,,,,
ón,-7.373374309910049,,,,,
 N,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
No,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
om,-6.680227129350103,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
mo,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
po,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
oc,-7.373374309910049,-7.117205503164344,-6.914234245079846,-7.24422751560335,-7.437206366871293,-7.282073658093465
 m,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-6.1834613694253555
má,-7.373374309910049,,,,,
ás,-6.274762021241939,,,,,
 j,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ju,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ug,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
gu,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
et,-7.373374309910049,-6.424058322604399,-7.607381425639791,-7.24422751560335,-7.437206366871293,-6.588926477533519
si,-6.680227129350103,-6.424058322604399,-6.914234245079846,-7.24422751560335,-6.744059186311348,-6.588926477533519
i ,-7.373374309910049,-6.018593214496234,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ti,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-6.744059186311348,-7.282073658093465
ie,-6.680227129350103,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ne,-6.680227129350103,-7.117205503164344,-6.914234245079846,-7.24422751560335,-6.744059186311348,-6.588926477533519
cc,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
me,-7.373374309910049,-7.117205503164344,-6.914234245079846,-7.24422751560335,-6.744059186311348,-7.282073658093465
ej,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
jo,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
 n,-6.680227129350103,-7.117205503164344,-5.9979435132056915,-7.24422751560335,-7.437206366871293,-7.282073658093465
ll,-7.373374309910049,-7.117205503164344,-6.914234245079846,-7.24422751560335,-7.437206366871293,-6.588926477533519
ev,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
va,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ab,-7.373374309910049,-7.117205503164344,-6.914234245079846,-7.24422751560335,-7.437206366871293,-7.282073658093465
be,-6.680227129350103,-7.117205503164344,-6.508769136971682,-7.24422751560335,-7.437206366871293,-7.282073658093465
ez,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
st,-7.373374309910049,-7.117205503164344,-7.607381425639791,-6.145615226935241,-7.437206366871293,-7.282073658093465
 A,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
Al,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ig,-7.373374309910049,-7.117205503164344,-6.508769136971682,-7.24422751560335,-7.437206366871293,-7.282073658093465
 g,-7.373374309910049,-7.117205503164344,-6.508769136971682,-7.24422751560335,-7.437206366871293,-7.282073658093465
af,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
fa,-6.680227129350103,-7.117205503164344,-6.914234245079846,-7.24422751560335,-7.437206366871293,-6.588926477533519
so,-7.373374309910049,-6.018593214496234,-7.607381425639791,-7.24422751560335,-7.437206366871293,-6.588926477533519
on,-7.373374309910049,-5.730911142044453,-6.914234245079846,-7.24422751560335,-6.744059186311348,-6.588926477533519
lá,-6.680227129350103,,,,,
ic,-6.680227129350103,-7.117205503164344,-5.9979435132056915,-7.24422751560335,-7.437206366871293,-7.282073658093465
ny,-6.680227129350103,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ye,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
pé,-7.373374309910049,,,,-7.437206366871293,
és,-7.373374309910049,,,-7.24422751560335,-7.437206366871293,
im,-7.373374309910049,-7.117205503164344,-7.607381425639791,-6.551080335043404,-7.437206366871293,-7.282073658093465
 S,-7.373374309910049,-7.117205503164344,-7.607381425639791,-6.551080335043404,-7.437206366871293,-7.282073658093465
So,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ay,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-6.588926477533519
os,-6.680227129350103,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
sa,-6.680227129350103,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
us,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-6.588926477533519
if,-6.680227129350103,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
fi,-6.680227129350103,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
iq,-7.373374309910049,-7.117205503164344,-7.607381425639791,,-7.437206366871293,-7.282073658093465
io,-6.680227129350103,-6.424058322604399,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
Es,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
 C,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
CO,-7.373374309910049,-7.117205503164344,-7.607381425639791,-6.551080335043404,-7.437206366871293,-7.282073658093465
OM,-6.680227129350103,-7.117205503164344,,-7.24422751560335,-7.437206366871293,-7.282073658093465
ME,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-6.744059186311348,-7.282073658093465
ED,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
DE,-7.373374309910049,-7.117205503164344,-7.607381425639791,-6.145615226935241,-5.49129621781598,-7.282073658093465
ER,-7.373374309910049,,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
RO,-7.373374309910049,-7.117205503164344,-7.607381425639791,,-7.437206366871293,-7.282073658093465
O ,-7.373374309910049,-7.117205503164344,-7.607381425639791,-6.551080335043404,-7.437206366871293,-7.282073658093465
Só,-7.373374309910049,,,,,
ól,-7.373374309910049,,,,,
mi,-7.373374309910049,-7.117205503164344,-6.508769136971682,-7.24422751560335,-7.437206366871293,-7.282073658093465
ag,-7.373374309910049,-7.117205503164344,-7.607381425639791,-6.551080335043404,-7.437206366871293,-7.282073658093465
Au,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
nq,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
 f,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-6.338594078203183,-7.282073658093465
fo,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ot,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
mb,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
bo,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-5.895779296973574
pu,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ud,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
di,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ut,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-6.588926477533519
il,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
rs,-7.373374309910049,-6.424058322604399,-6.914234245079846,-7.24422751560335,-7.437206366871293,-7.282073658093465
is,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
La,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
 r,-6.680227129350103,-7.117205503164344,-7.607381425639791,-7.24422751560335,-6.744059186311348,-7.282073658093465
ef,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
fl,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-6.744059186311348,-6.588926477533519
ja,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-6.1834613694253555
ir,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
rv,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-6.588926477533519
ve,-6.274762021241939,-7.117205503164344,-6.914234245079846,-7.24422751560335,-6.744059186311348,-6.588926477533519
dh,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-6.744059186311348,-7.282073658093465
he,-7.373374309910049,-7.117205503164344,-6.914234245079846,-7.24422751560335,-6.744059186311348,-6.1834613694253555
ia,-7.373374309910049,-6.424058322604399,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
at,-7.373374309910049,-5.730911142044453,-7.607381425639791,-7.24422751560335,-6.744059186311348,-6.1834613694253555
mu,-6.274762021241939,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
uy,-7.373374309910049,-7.117205503164344,,-7.24422751560335,-7.437206366871293,-7.282073658093465
eb,-6.680227129350103,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
bi,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
oy,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
 b,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ba,-6.680227129350103,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ep,-7.373374309910049,-6.424058322604399,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
pc,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-6.050912005751402,-7.282073658093465
 E,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
sp,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
pe,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
 o,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-6.588926477533519
ns,-7.373374309910049,-7.117205503164344,-7.607381425639791,-6.145615226935241,-6.744059186311348,-7.282073658093465
 L,-7.373374309910049,-6.424058322604399,-6.914234245079846,-7.24422751560335,-7.437206366871293,-7.282073658093465
ur,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
 v,-6.274762021241939,-7.117205503164344,-6.508769136971682,-7.24422751560335,-7.437206366871293,-7.282073658093465
rf,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-6.744059186311348,-7.282073658093465
fe,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
rm,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-6.744059186311348,-7.282073658093465
rc,-7.373374309910049,-7.117205503164344,-7.607381425639791,-6.551080335043404,-6.744059186311348,-7.282073658093465
Le,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-6.588926477533519
hi,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ij,-7.373374309910049,-7.117205503164344,,-7.24422751560335,-7.437206366871293,
  ,-7.373374309910049,-7.117205503164344,-6.914234245079846,-7.24422751560335,-7.437206366871293,-7.282073658093465
añ,-7.373374309910049,,,,,
ño,-7.373374309910049,,,,,
né,-7.373374309910049,-7.117205503164344,,,-7.437206366871293,
ér,-7.373374309910049,,,,-6.744059186311348,
Se,-7.373374309910049,-6.424058322604399,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
Mu,-7.373374309910049,-7.117205503164344,-6.914234245079846,-7.24422751560335,,-7.282073658093465
 ú,-7.373374309910049,,,,,
út,-7.373374309910049,,,,,
um,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-6.588926477533519
mp,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ex,-6.680227129350103,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
xa,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ip,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
rt,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ul,-7.373374309910049,-7.117205503164344,-7.607381425639791,-6.551080335043404,-7.437206366871293,-7.282073658093465
Bu,-7.373374309910049,-7.117205503164344,-6.914234245079846,-7.24422751560335,-7.437206366871293,-7.282073658093465
Ma,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ae,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
Ha,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
eg,-7.373374309910049,-7.117205503164344,-6.914234245079846,-6.551080335043404,-7.437206366871293,-7.282073658093465
su,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
 ó,-7.373374309910049,,,,,
ó ,-7.373374309910049,,,,,
tí,-7.373374309910049,,,,,
ím,-7.373374309910049,,,,,
tr,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
sé,-7.373374309910049,-7.117205503164344,,,-7.437206366871293,
é ,-6.274762021241939,-7.117205503164344,,-7.24422751560335,-7.437206366871293,
có,-7.373374309910049,,,,,
óm,-7.373374309910049,,,,,
ea,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-6.588926477533519
Lo,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
vu,-7.373374309910049,-7.117205503164344,-6.914234245079846,-7.24422751560335,-7.437206366871293,-7.282073658093465
lt,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
Ho,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ré,-7.373374309910049,-7.117205503164344,,-7.24422751560335,-7.437206366871293,
éi,-6.680227129350103,,,,-7.437206366871293,
té,-7.373374309910049,,,-7.24422751560335,-6.744059186311348,
lu,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
gi,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
pá,-7.373374309910049,,,,,
ái,-7.373374309910049,-7.117205503164344,,-7.24422751560335,,
fu,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
 H,-7.373374309910049,-7.117205503164344,-6.914234245079846,-7.24422751560335,-7.437206366871293,-7.282073658093465
